"timestep","Depth_m","num_agents"
98,3,7
99,3,8
100,3,16
101,3,7
102,3,8
103,3,14
104,3,10
105,3,9
106,3,7
107,3,12
108,3,12
109,3,9
110,3,9
111,3,12
112,3,12
113,3,13
114,3,12
115,3,12
116,3,11
117,3,12
118,3,9
119,3,8
120,3,9
1,3.1,13
2,3.1,12
3,3.1,11
4,3.1,10
5,3.1,10
6,3.1,12
7,3.1,10
8,3.1,9
9,3.1,9
10,3.1,8
11,3.1,13
12,3.1,8
13,3.1,4
14,3.1,10
15,3.1,7
16,3.1,10
17,3.1,8
18,3.1,14
19,3.1,14
20,3.1,8
21,3.1,6
22,3.1,10
23,3.1,12
24,3.1,12
25,3.1,12
26,3.1,9
27,3.1,7
28,3.1,9
29,3.1,12
30,3.1,8
31,3.1,8
32,3.1,7
33,3.1,7
34,3.1,8
35,3.1,8
36,3.1,15
37,3.1,5
38,3.1,7
39,3.1,12
40,3.1,10
41,3.1,8
42,3.1,9
43,3.1,12
44,3.1,7
45,3.1,10
46,3.1,9
47,3.1,6
48,3.1,9
49,3.1,9
50,3.1,6
51,3.1,6
52,3.1,14
53,3.1,18
54,3.1,8
55,3.1,10
56,3.1,12
57,3.1,6
58,3.1,13
59,3.1,11
60,3.1,7
61,3.1,7
62,3.1,5
63,3.1,10
64,3.1,17
65,3.1,15
66,3.1,9
67,3.1,14
68,3.1,14
69,3.1,10
70,3.1,8
71,3.1,12
72,3.1,16
73,3.1,9
74,3.1,7
75,3.1,11
76,3.1,9
77,3.1,10
78,3.1,8
79,3.1,10
80,3.1,15
81,3.1,10
82,3.1,10
83,3.1,12
84,3.1,9
85,3.1,8
86,3.1,9
87,3.1,14
88,3.1,11
89,3.1,4
90,3.1,5
91,3.1,9
92,3.1,8
93,3.1,8
94,3.1,15
95,3.1,13
96,3.1,6
97,3.1,13
98,3.1,8
99,3.1,7
100,3.1,11
101,3.1,15
102,3.1,11
103,3.1,13
104,3.1,10
105,3.1,12
106,3.1,8
107,3.1,11
108,3.1,12
109,3.1,5
110,3.1,15
111,3.1,9
112,3.1,12
113,3.1,7
114,3.1,9
115,3.1,11
116,3.1,13
117,3.1,15
118,3.1,7
119,3.1,10
120,3.1,9
1,3.2,6
2,3.2,9
3,3.2,6
4,3.2,10
5,3.2,8
6,3.2,16
7,3.2,10
8,3.2,16
9,3.2,8
10,3.2,12
11,3.2,9
12,3.2,8
13,3.2,12
14,3.2,12
15,3.2,12
16,3.2,11
17,3.2,14
18,3.2,8
19,3.2,13
20,3.2,14
21,3.2,13
22,3.2,12
23,3.2,9
24,3.2,12
25,3.2,7
26,3.2,11
27,3.2,8
28,3.2,11
29,3.2,8
30,3.2,9
31,3.2,7
32,3.2,6
33,3.2,12
34,3.2,6
35,3.2,10
36,3.2,7
37,3.2,8
38,3.2,10
39,3.2,8
40,3.2,10
41,3.2,10
42,3.2,4
43,3.2,15
44,3.2,11
45,3.2,8
46,3.2,8
47,3.2,10
48,3.2,12
49,3.2,8
50,3.2,11
51,3.2,7
52,3.2,10
53,3.2,15
54,3.2,12
55,3.2,11
56,3.2,14
57,3.2,13
58,3.2,11
59,3.2,10
60,3.2,6
61,3.2,7
62,3.2,10
63,3.2,5
64,3.2,8
65,3.2,8
66,3.2,17
67,3.2,13
68,3.2,9
69,3.2,14
70,3.2,16
71,3.2,10
72,3.2,13
73,3.2,7
74,3.2,6
75,3.2,7
76,3.2,14
77,3.2,13
78,3.2,10
79,3.2,7
80,3.2,14
81,3.2,10
82,3.2,11
83,3.2,10
84,3.2,13
85,3.2,10
86,3.2,14
87,3.2,11
88,3.2,16
89,3.2,13
90,3.2,10
91,3.2,4
92,3.2,7
93,3.2,6
94,3.2,10
95,3.2,5
96,3.2,10
97,3.2,8
98,3.2,7
99,3.2,10
100,3.2,8
101,3.2,19
102,3.2,10
103,3.2,8
104,3.2,9
105,3.2,7
106,3.2,8
107,3.2,11
108,3.2,10
109,3.2,8
110,3.2,6
111,3.2,12
112,3.2,12
113,3.2,7
114,3.2,8
115,3.2,17
116,3.2,11
117,3.2,10
118,3.2,7
119,3.2,14
120,3.2,11
1,3.3,17
2,3.3,13
3,3.3,11
4,3.3,11
5,3.3,3
6,3.3,15
7,3.3,12
8,3.3,13
9,3.3,16
10,3.3,9
11,3.3,10
12,3.3,14
13,3.3,7
14,3.3,11
15,3.3,11
16,3.3,15
17,3.3,8
18,3.3,12
19,3.3,9
20,3.3,13
21,3.3,15
22,3.3,10
23,3.3,14
24,3.3,13
25,3.3,6
26,3.3,11
27,3.3,6
28,3.3,13
29,3.3,11
30,3.3,11
31,3.3,11
32,3.3,11
33,3.3,4
34,3.3,9
35,3.3,12
36,3.3,8
37,3.3,10
38,3.3,12
39,3.3,8
40,3.3,10
41,3.3,10
42,3.3,8
43,3.3,7
44,3.3,8
45,3.3,13
46,3.3,14
47,3.3,9
48,3.3,12
49,3.3,6
50,3.3,9
51,3.3,11
52,3.3,11
53,3.3,11
54,3.3,7
55,3.3,11
56,3.3,4
57,3.3,14
58,3.3,12
59,3.3,8
60,3.3,11
61,3.3,8
62,3.3,5
63,3.3,12
64,3.3,8
65,3.3,11
66,3.3,10
67,3.3,8
68,3.3,13
69,3.3,9
70,3.3,11
71,3.3,10
72,3.3,9
73,3.3,6
74,3.3,8
75,3.3,6
76,3.3,2
77,3.3,13
78,3.3,15
79,3.3,9
80,3.3,8
81,3.3,15
82,3.3,10
83,3.3,9
84,3.3,10
85,3.3,10
86,3.3,7
87,3.3,10
88,3.3,12
89,3.3,13
90,3.3,10
91,3.3,5
92,3.3,4
93,3.3,8
94,3.3,12
95,3.3,9
96,3.3,10
97,3.3,9
98,3.3,14
99,3.3,6
100,3.3,7
101,3.3,10
102,3.3,7
103,3.3,7
104,3.3,12
105,3.3,10
106,3.3,11
107,3.3,14
108,3.3,10
109,3.3,18
110,3.3,16
111,3.3,12
112,3.3,12
113,3.3,12
114,3.3,12
115,3.3,9
116,3.3,10
117,3.3,5
118,3.3,9
119,3.3,16
120,3.3,14
1,3.4,11
2,3.4,10
3,3.4,8
4,3.4,14
5,3.4,12
6,3.4,4
7,3.4,11
8,3.4,13
9,3.4,12
10,3.4,17
11,3.4,16
12,3.4,12
13,3.4,12
14,3.4,13
15,3.4,13
16,3.4,9
17,3.4,6
18,3.4,5
19,3.4,11
20,3.4,5
21,3.4,11
22,3.4,9
23,3.4,9
24,3.4,11
25,3.4,11
26,3.4,11
27,3.4,16
28,3.4,9
29,3.4,4
30,3.4,5
31,3.4,5
32,3.4,8
33,3.4,11
34,3.4,12
35,3.4,8
36,3.4,10
37,3.4,14
38,3.4,16
39,3.4,12
40,3.4,10
41,3.4,4
42,3.4,14
43,3.4,9
44,3.4,16
45,3.4,10
46,3.4,3
47,3.4,13
48,3.4,4
49,3.4,15
50,3.4,10
51,3.4,13
52,3.4,14
53,3.4,9
54,3.4,16
55,3.4,6
56,3.4,7
57,3.4,10
58,3.4,11
59,3.4,17
60,3.4,11
61,3.4,14
62,3.4,12
63,3.4,17
64,3.4,12
65,3.4,17
66,3.4,12
67,3.4,11
68,3.4,10
69,3.4,9
70,3.4,10
71,3.4,9
72,3.4,8
73,3.4,10
74,3.4,8
75,3.4,8
76,3.4,12
77,3.4,8
78,3.4,6
79,3.4,10
80,3.4,7
81,3.4,9
82,3.4,10
83,3.4,11
84,3.4,11
85,3.4,11
86,3.4,11
87,3.4,16
88,3.4,5
89,3.4,11
90,3.4,10
91,3.4,9
92,3.4,8
93,3.4,12
94,3.4,6
95,3.4,13
96,3.4,10
97,3.4,9
98,3.4,8
99,3.4,12
100,3.4,13
101,3.4,8
102,3.4,7
103,3.4,11
104,3.4,12
105,3.4,12
106,3.4,10
107,3.4,8
108,3.4,15
109,3.4,12
110,3.4,8
111,3.4,15
112,3.4,5
113,3.4,8
114,3.4,16
115,3.4,11
116,3.4,8
117,3.4,14
118,3.4,13
119,3.4,4
120,3.4,12
1,3.5,9
2,3.5,8
3,3.5,11
4,3.5,14
5,3.5,10
6,3.5,6
7,3.5,12
8,3.5,15
9,3.5,15
10,3.5,6
11,3.5,8
12,3.5,7
13,3.5,17
14,3.5,8
15,3.5,11
16,3.5,6
17,3.5,5
18,3.5,16
19,3.5,7
20,3.5,13
21,3.5,8
22,3.5,17
23,3.5,11
24,3.5,15
25,3.5,7
26,3.5,11
27,3.5,10
28,3.5,7
29,3.5,10
30,3.5,6
31,3.5,9
32,3.5,11
33,3.5,9
34,3.5,9
35,3.5,12
36,3.5,12
37,3.5,10
38,3.5,13
39,3.5,10
40,3.5,8
41,3.5,7
42,3.5,8
43,3.5,14
44,3.5,7
45,3.5,12
46,3.5,10
47,3.5,12
48,3.5,9
49,3.5,9
50,3.5,4
51,3.5,8
52,3.5,10
53,3.5,3
54,3.5,7
55,3.5,7
56,3.5,12
57,3.5,7
58,3.5,13
59,3.5,5
60,3.5,15
61,3.5,14
62,3.5,15
63,3.5,12
64,3.5,17
65,3.5,10
66,3.5,6
67,3.5,13
68,3.5,9
69,3.5,12
70,3.5,11
71,3.5,8
72,3.5,7
73,3.5,10
74,3.5,12
75,3.5,16
76,3.5,14
77,3.5,9
78,3.5,16
79,3.5,11
80,3.5,9
81,3.5,6
82,3.5,8
83,3.5,7
84,3.5,8
85,3.5,8
86,3.5,8
87,3.5,10
88,3.5,9
89,3.5,6
90,3.5,12
91,3.5,11
92,3.5,16
93,3.5,11
94,3.5,14
95,3.5,15
96,3.5,7
97,3.5,7
98,3.5,12
99,3.5,8
100,3.5,10
101,3.5,5
102,3.5,11
103,3.5,15
104,3.5,11
105,3.5,13
106,3.5,10
107,3.5,7
108,3.5,10
109,3.5,14
110,3.5,10
111,3.5,11
112,3.5,12
113,3.5,16
114,3.5,10
115,3.5,8
116,3.5,11
117,3.5,6
118,3.5,17
119,3.5,13
120,3.5,4
1,3.6,14
2,3.6,12
3,3.6,12
4,3.6,6
5,3.6,16
6,3.6,9
7,3.6,11
8,3.6,10
9,3.6,15
10,3.6,12
11,3.6,10
12,3.6,9
13,3.6,11
14,3.6,9
15,3.6,7
16,3.6,18
17,3.6,9
18,3.6,7
19,3.6,8
20,3.6,6
21,3.6,10
22,3.6,13
23,3.6,13
24,3.6,8
25,3.6,14
26,3.6,13
27,3.6,14
28,3.6,10
29,3.6,5
30,3.6,9
31,3.6,12
32,3.6,11
33,3.6,11
34,3.6,7
35,3.6,8
36,3.6,11
37,3.6,9
38,3.6,10
39,3.6,9
40,3.6,13
41,3.6,16
42,3.6,15
43,3.6,9
44,3.6,14
45,3.6,13
46,3.6,8
47,3.6,9
48,3.6,19
49,3.6,7
50,3.6,16
51,3.6,11
52,3.6,7
53,3.6,5
54,3.6,6
55,3.6,7
56,3.6,11
57,3.6,8
58,3.6,7
59,3.6,15
60,3.6,11
61,3.6,8
62,3.6,13
63,3.6,5
64,3.6,9
65,3.6,6
66,3.6,15
67,3.6,6
68,3.6,7
69,3.6,6
70,3.6,8
71,3.6,15
72,3.6,8
73,3.6,15
74,3.6,10
75,3.6,12
76,3.6,4
77,3.6,11
78,3.6,10
79,3.6,11
80,3.6,11
81,3.6,11
82,3.6,13
83,3.6,11
84,3.6,7
85,3.6,10
86,3.6,12
87,3.6,6
88,3.6,8
89,3.6,12
90,3.6,11
91,3.6,16
92,3.6,9
93,3.6,10
94,3.6,4
95,3.6,11
96,3.6,13
97,3.6,7
98,3.6,8
99,3.6,11
100,3.6,13
101,3.6,5
102,3.6,10
103,3.6,10
104,3.6,8
105,3.6,5
106,3.6,18
107,3.6,20
108,3.6,11
109,3.6,14
110,3.6,19
111,3.6,17
112,3.6,13
113,3.6,12
114,3.6,11
115,3.6,10
116,3.6,18
117,3.6,10
118,3.6,4
119,3.6,7
120,3.6,11
1,3.7,11
2,3.7,9
3,3.7,13
4,3.7,12
5,3.7,10
6,3.7,15
7,3.7,7
8,3.7,9
9,3.7,6
10,3.7,12
11,3.7,7
12,3.7,9
13,3.7,9
14,3.7,14
15,3.7,12
16,3.7,11
17,3.7,13
18,3.7,14
19,3.7,10
20,3.7,8
21,3.7,12
22,3.7,6
23,3.7,14
24,3.7,6
25,3.7,14
26,3.7,10
27,3.7,11
28,3.7,8
29,3.7,10
30,3.7,10
31,3.7,10
32,3.7,8
33,3.7,9
34,3.7,12
35,3.7,15
36,3.7,15
37,3.7,12
38,3.7,10
39,3.7,17
40,3.7,13
41,3.7,24
42,3.7,13
43,3.7,19
44,3.7,8
45,3.7,11
46,3.7,16
47,3.7,16
48,3.7,10
49,3.7,9
50,3.7,11
51,3.7,11
52,3.7,4
53,3.7,11
54,3.7,9
55,3.7,13
56,3.7,8
57,3.7,11
58,3.7,8
59,3.7,6
60,3.7,15
61,3.7,15
62,3.7,16
63,3.7,10
64,3.7,11
65,3.7,11
66,3.7,9
67,3.7,11
68,3.7,11
69,3.7,12
70,3.7,7
71,3.7,11
72,3.7,10
73,3.7,11
74,3.7,9
75,3.7,10
76,3.7,11
77,3.7,11
78,3.7,10
79,3.7,15
80,3.7,5
81,3.7,9
82,3.7,4
83,3.7,11
84,3.7,11
85,3.7,11
86,3.7,13
87,3.7,9
88,3.7,13
89,3.7,12
90,3.7,14
91,3.7,12
92,3.7,16
93,3.7,9
94,3.7,12
95,3.7,9
96,3.7,13
97,3.7,11
98,3.7,7
99,3.7,11
100,3.7,7
101,3.7,12
102,3.7,11
103,3.7,11
104,3.7,8
105,3.7,14
106,3.7,18
107,3.7,9
108,3.7,13
109,3.7,8
110,3.7,11
111,3.7,10
112,3.7,14
113,3.7,8
114,3.7,5
115,3.7,8
116,3.7,10
117,3.7,7
118,3.7,7
119,3.7,10
120,3.7,10
1,3.8,10
2,3.8,7
3,3.8,9
4,3.8,14
5,3.8,10
6,3.8,13
7,3.8,11
8,3.8,9
9,3.8,8
10,3.8,11
11,3.8,8
12,3.8,10
13,3.8,7
14,3.8,10
15,3.8,9
16,3.8,9
17,3.8,11
18,3.8,8
19,3.8,5
20,3.8,13
21,3.8,12
22,3.8,7
23,3.8,11
24,3.8,13
25,3.8,13
26,3.8,12
27,3.8,11
28,3.8,14
29,3.8,15
30,3.8,12
31,3.8,12
32,3.8,12
33,3.8,9
34,3.8,8
35,3.8,5
36,3.8,8
37,3.8,10
38,3.8,8
39,3.8,17
40,3.8,10
41,3.8,11
42,3.8,18
43,3.8,15
44,3.8,12
45,3.8,6
46,3.8,9
47,3.8,6
48,3.8,11
49,3.8,12
50,3.8,6
51,3.8,12
52,3.8,9
53,3.8,10
54,3.8,9
55,3.8,15
56,3.8,13
57,3.8,8
58,3.8,5
59,3.8,11
60,3.8,14
61,3.8,10
62,3.8,9
63,3.8,16
64,3.8,6
65,3.8,11
66,3.8,11
67,3.8,11
68,3.8,8
69,3.8,11
70,3.8,5
71,3.8,6
72,3.8,11
73,3.8,10
74,3.8,16
75,3.8,11
76,3.8,15
77,3.8,12
78,3.8,9
79,3.8,7
80,3.8,13
81,3.8,8
82,3.8,15
83,3.8,8
84,3.8,8
85,3.8,8
86,3.8,10
87,3.8,3
88,3.8,7
89,3.8,9
90,3.8,6
91,3.8,10
92,3.8,11
93,3.8,13
94,3.8,9
95,3.8,5
96,3.8,7
97,3.8,12
98,3.8,15
99,3.8,7
100,3.8,10
101,3.8,11
102,3.8,10
103,3.8,6
104,3.8,14
105,3.8,16
106,3.8,7
107,3.8,8
108,3.8,8
109,3.8,9
110,3.8,12
111,3.8,13
112,3.8,12
113,3.8,12
114,3.8,11
115,3.8,9
116,3.8,4
117,3.8,14
118,3.8,14
119,3.8,12
120,3.8,12
1,3.9,10
2,3.9,10
3,3.9,19
4,3.9,9
5,3.9,8
6,3.9,7
7,3.9,7
8,3.9,8
9,3.9,10
10,3.9,11
11,3.9,10
12,3.9,14
13,3.9,14
14,3.9,12
15,3.9,15
16,3.9,8
17,3.9,16
18,3.9,12
19,3.9,6
20,3.9,12
21,3.9,6
22,3.9,11
23,3.9,8
24,3.9,10
25,3.9,7
26,3.9,18
27,3.9,15
28,3.9,15
29,3.9,11
30,3.9,13
31,3.9,13
32,3.9,10
33,3.9,14
34,3.9,14
35,3.9,8
36,3.9,10
37,3.9,8
38,3.9,15
39,3.9,12
40,3.9,7
41,3.9,10
42,3.9,10
43,3.9,10
44,3.9,15
45,3.9,5
46,3.9,12
47,3.9,12
48,3.9,7
49,3.9,13
50,3.9,10
51,3.9,6
52,3.9,10
53,3.9,11
54,3.9,10
55,3.9,8
56,3.9,6
57,3.9,11
58,3.9,9
59,3.9,11
60,3.9,9
61,3.9,21
62,3.9,9
63,3.9,15
64,3.9,12
65,3.9,9
66,3.9,6
67,3.9,11
68,3.9,12
69,3.9,10
70,3.9,13
71,3.9,5
72,3.9,10
73,3.9,9
74,3.9,13
75,3.9,10
76,3.9,11
77,3.9,10
78,3.9,12
79,3.9,12
80,3.9,12
81,3.9,8
82,3.9,7
83,3.9,12
84,3.9,12
85,3.9,9
86,3.9,2
87,3.9,12
88,3.9,14
89,3.9,11
90,3.9,8
91,3.9,10
92,3.9,8
93,3.9,20
94,3.9,12
95,3.9,7
96,3.9,8
97,3.9,8
98,3.9,6
99,3.9,12
100,3.9,6
101,3.9,9
102,3.9,9
103,3.9,11
104,3.9,10
105,3.9,9
106,3.9,13
107,3.9,11
108,3.9,10
109,3.9,9
110,3.9,12
111,3.9,9
112,3.9,13
113,3.9,7
114,3.9,13
115,3.9,8
116,3.9,5
117,3.9,10
118,3.9,10
119,3.9,6
120,3.9,14
1,4,9
2,4,14
3,4,8
4,4,3
5,4,12
6,4,5
7,4,6
8,4,12
9,4,7
10,4,15
11,4,11
12,4,14
13,4,10
14,4,3
15,4,6
16,4,4
17,4,6
18,4,7
19,4,12
20,4,13
21,4,9
22,4,11
23,4,6
24,4,10
25,4,15
26,4,10
27,4,10
28,4,9
29,4,10
30,4,13
31,4,8
32,4,8
33,4,10
34,4,9
35,4,16
36,4,8
37,4,17
38,4,8
39,4,2
40,4,18
41,4,10
42,4,15
43,4,9
44,4,9
45,4,14
46,4,12
47,4,7
48,4,13
49,4,10
50,4,8
51,4,7
52,4,11
53,4,8
54,4,7
55,4,10
56,4,10
57,4,12
58,4,7
59,4,13
60,4,9
61,4,7
62,4,12
63,4,10
64,4,8
65,4,7
66,4,14
67,4,11
68,4,9
69,4,9
70,4,12
71,4,8
72,4,11
73,4,9
74,4,14
75,4,16
76,4,9
77,4,7
78,4,6
79,4,7
80,4,11
81,4,9
82,4,3
83,4,10
84,4,8
85,4,8
86,4,7
87,4,21
88,4,5
89,4,9
90,4,11
91,4,9
92,4,9
93,4,10
94,4,8
95,4,10
96,4,11
97,4,10
98,4,11
99,4,8
100,4,13
101,4,14
102,4,13
103,4,9
104,4,15
105,4,9
106,4,5
107,4,11
108,4,11
109,4,8
110,4,9
111,4,15
112,4,10
113,4,19
114,4,8
115,4,9
116,4,12
117,4,14
118,4,8
119,4,9
120,4,5
1,4.1,8
2,4.1,14
3,4.1,6
4,4.1,10
5,4.1,7
6,4.1,12
7,4.1,12
8,4.1,5
9,4.1,11
10,4.1,8
11,4.1,15
12,4.1,8
13,4.1,10
14,4.1,15
15,4.1,11
16,4.1,11
17,4.1,10
18,4.1,9
19,4.1,15
20,4.1,9
21,4.1,7
22,4.1,8
23,4.1,10
24,4.1,9
25,4.1,9
26,4.1,10
27,4.1,11
28,4.1,6
29,4.1,15
30,4.1,13
31,4.1,11
32,4.1,10
33,4.1,12
34,4.1,18
35,4.1,11
36,4.1,9
37,4.1,8
38,4.1,12
39,4.1,11
40,4.1,10
41,4.1,12
42,4.1,9
43,4.1,14
44,4.1,9
45,4.1,14
46,4.1,12
47,4.1,13
48,4.1,3
49,4.1,5
50,4.1,7
51,4.1,7
52,4.1,7
53,4.1,12
54,4.1,12
55,4.1,10
56,4.1,8
57,4.1,11
58,4.1,13
59,4.1,8
60,4.1,12
61,4.1,9
62,4.1,7
63,4.1,4
64,4.1,11
65,4.1,10
66,4.1,10
67,4.1,15
68,4.1,10
69,4.1,10
70,4.1,6
71,4.1,6
72,4.1,9
73,4.1,13
74,4.1,5
75,4.1,11
76,4.1,12
77,4.1,10
78,4.1,8
79,4.1,11
80,4.1,10
81,4.1,11
82,4.1,16
83,4.1,10
84,4.1,8
85,4.1,14
86,4.1,13
87,4.1,4
88,4.1,13
89,4.1,4
90,4.1,11
91,4.1,8
92,4.1,2
93,4.1,6
94,4.1,13
95,4.1,5
96,4.1,12
97,4.1,7
98,4.1,9
99,4.1,6
100,4.1,11
101,4.1,4
102,4.1,13
103,4.1,11
104,4.1,8
105,4.1,6
106,4.1,11
107,4.1,11
108,4.1,9
109,4.1,8
110,4.1,5
111,4.1,12
112,4.1,9
113,4.1,8
114,4.1,13
115,4.1,12
116,4.1,12
117,4.1,5
118,4.1,9
119,4.1,10
120,4.1,8
1,4.2,13
2,4.2,12
3,4.2,11
4,4.2,23
5,4.2,10
6,4.2,10
7,4.2,13
8,4.2,5
9,4.2,11
10,4.2,9
11,4.2,12
12,4.2,13
13,4.2,8
14,4.2,10
15,4.2,8
16,4.2,10
17,4.2,15
18,4.2,7
19,4.2,11
20,4.2,7
21,4.2,11
22,4.2,9
23,4.2,6
24,4.2,11
25,4.2,9
26,4.2,9
27,4.2,8
28,4.2,14
29,4.2,9
30,4.2,12
31,4.2,11
32,4.2,16
33,4.2,16
34,4.2,14
35,4.2,9
36,4.2,13
37,4.2,4
38,4.2,6
39,4.2,8
40,4.2,7
41,4.2,7
42,4.2,8
43,4.2,5
44,4.2,9
45,4.2,12
46,4.2,9
47,4.2,7
48,4.2,15
49,4.2,13
50,4.2,9
51,4.2,6
52,4.2,13
53,4.2,9
54,4.2,8
55,4.2,10
56,4.2,12
57,4.2,6
58,4.2,15
59,4.2,12
60,4.2,11
61,4.2,7
62,4.2,11
63,4.2,8
64,4.2,5
65,4.2,11
66,4.2,10
67,4.2,9
68,4.2,9
69,4.2,14
70,4.2,13
71,4.2,16
72,4.2,10
73,4.2,6
74,4.2,11
75,4.2,13
76,4.2,8
77,4.2,13
78,4.2,12
79,4.2,13
80,4.2,4
81,4.2,14
82,4.2,10
83,4.2,9
84,4.2,14
85,4.2,7
86,4.2,10
87,4.2,9
88,4.2,5
89,4.2,7
90,4.2,10
91,4.2,6
92,4.2,12
93,4.2,4
94,4.2,7
95,4.2,13
96,4.2,7
97,4.2,8
98,4.2,9
99,4.2,11
100,4.2,9
101,4.2,9
102,4.2,7
103,4.2,7
104,4.2,10
105,4.2,14
106,4.2,7
107,4.2,8
108,4.2,9
109,4.2,8
110,4.2,10
111,4.2,3
112,4.2,8
113,4.2,3
114,4.2,7
115,4.2,8
116,4.2,11
117,4.2,11
118,4.2,12
119,4.2,15
120,4.2,8
1,4.3,8
2,4.3,7
3,4.3,10
4,4.3,4
5,4.3,6
6,4.3,8
7,4.3,9
8,4.3,9
9,4.3,15
10,4.3,7
11,4.3,11
12,4.3,5
13,4.3,17
14,4.3,9
15,4.3,9
16,4.3,6
17,4.3,11
18,4.3,13
19,4.3,13
20,4.3,11
21,4.3,12
22,4.3,9
23,4.3,13
24,4.3,11
25,4.3,10
26,4.3,9
27,4.3,8
28,4.3,8
29,4.3,14
30,4.3,11
31,4.3,14
32,4.3,14
33,4.3,11
34,4.3,8
35,4.3,11
36,4.3,9
37,4.3,13
38,4.3,7
39,4.3,11
40,4.3,8
41,4.3,4
42,4.3,7
43,4.3,11
44,4.3,13
45,4.3,7
46,4.3,9
47,4.3,10
48,4.3,13
49,4.3,12
50,4.3,11
51,4.3,13
52,4.3,9
53,4.3,11
54,4.3,7
55,4.3,5
56,4.3,13
57,4.3,14
58,4.3,14
59,4.3,7
60,4.3,13
61,4.3,10
62,4.3,18
63,4.3,8
64,4.3,9
65,4.3,12
66,4.3,8
67,4.3,7
68,4.3,13
69,4.3,9
70,4.3,9
71,4.3,9
72,4.3,6
73,4.3,10
74,4.3,10
75,4.3,6
76,4.3,7
77,4.3,9
78,4.3,5
79,4.3,8
80,4.3,8
81,4.3,17
82,4.3,8
83,4.3,10
84,4.3,9
85,4.3,10
86,4.3,11
87,4.3,7
88,4.3,9
89,4.3,10
90,4.3,8
91,4.3,11
92,4.3,7
93,4.3,4
94,4.3,13
95,4.3,11
96,4.3,8
97,4.3,11
98,4.3,9
99,4.3,16
100,4.3,5
101,4.3,10
102,4.3,9
103,4.3,8
104,4.3,5
105,4.3,6
106,4.3,4
107,4.3,6
108,4.3,8
109,4.3,11
110,4.3,8
111,4.3,7
112,4.3,10
113,4.3,10
114,4.3,9
115,4.3,12
116,4.3,7
117,4.3,10
118,4.3,8
119,4.3,13
120,4.3,12
1,4.4,8
2,4.4,7
3,4.4,9
4,4.4,12
5,4.4,15
6,4.4,9
7,4.4,12
8,4.4,16
9,4.4,9
10,4.4,13
11,4.4,8
12,4.4,15
13,4.4,6
14,4.4,11
15,4.4,10
16,4.4,11
17,4.4,10
18,4.4,14
19,4.4,12
20,4.4,13
21,4.4,15
22,4.4,7
23,4.4,11
24,4.4,11
25,4.4,11
26,4.4,9
27,4.4,7
28,4.4,10
29,4.4,9
30,4.4,7
31,4.4,4
32,4.4,10
33,4.4,14
34,4.4,9
35,4.4,8
36,4.4,8
37,4.4,9
38,4.4,8
39,4.4,11
40,4.4,10
41,4.4,9
42,4.4,8
43,4.4,8
44,4.4,9
45,4.4,11
46,4.4,7
47,4.4,9
48,4.4,5
49,4.4,11
50,4.4,8
51,4.4,9
52,4.4,4
53,4.4,10
54,4.4,10
55,4.4,8
56,4.4,15
57,4.4,13
58,4.4,11
59,4.4,11
60,4.4,7
61,4.4,11
62,4.4,7
63,4.4,12
64,4.4,13
65,4.4,9
66,4.4,14
67,4.4,13
68,4.4,13
69,4.4,12
70,4.4,14
71,4.4,15
72,4.4,8
73,4.4,11
74,4.4,8
75,4.4,3
76,4.4,7
77,4.4,6
78,4.4,8
79,4.4,10
80,4.4,15
81,4.4,4
82,4.4,11
83,4.4,10
84,4.4,9
85,4.4,13
86,4.4,10
87,4.4,8
88,4.4,8
89,4.4,10
90,4.4,4
91,4.4,11
92,4.4,5
93,4.4,9
94,4.4,5
95,4.4,15
96,4.4,10
97,4.4,11
98,4.4,4
99,4.4,3
100,4.4,7
101,4.4,8
102,4.4,6
103,4.4,11
104,4.4,6
105,4.4,7
106,4.4,11
107,4.4,9
108,4.4,12
109,4.4,7
110,4.4,4
111,4.4,5
112,4.4,7
113,4.4,5
114,4.4,12
115,4.4,9
116,4.4,7
117,4.4,9
118,4.4,8
119,4.4,8
120,4.4,9
1,4.5,10
2,4.5,10
3,4.5,11
4,4.5,11
5,4.5,12
6,4.5,14
7,4.5,8
8,4.5,9
9,4.5,8
10,4.5,16
11,4.5,7
12,4.5,8
13,4.5,11
14,4.5,8
15,4.5,13
16,4.5,9
17,4.5,12
18,4.5,7
19,4.5,8
20,4.5,8
21,4.5,9
22,4.5,14
23,4.5,8
24,4.5,7
25,4.5,9
26,4.5,9
27,4.5,13
28,4.5,10
29,4.5,12
30,4.5,12
31,4.5,15
32,4.5,12
33,4.5,6
34,4.5,11
35,4.5,12
36,4.5,6
37,4.5,15
38,4.5,9
39,4.5,8
40,4.5,6
41,4.5,12
42,4.5,3
43,4.5,9
44,4.5,10
45,4.5,8
46,4.5,8
47,4.5,11
48,4.5,9
49,4.5,9
50,4.5,5
51,4.5,12
52,4.5,8
53,4.5,5
54,4.5,8
55,4.5,12
56,4.5,4
57,4.5,9
58,4.5,10
59,4.5,13
60,4.5,10
61,4.5,14
62,4.5,11
63,4.5,10
64,4.5,11
65,4.5,10
66,4.5,11
67,4.5,7
68,4.5,11
69,4.5,14
70,4.5,12
71,4.5,10
72,4.5,15
73,4.5,10
74,4.5,6
75,4.5,8
76,4.5,7
77,4.5,4
78,4.5,11
79,4.5,3
80,4.5,10
